nome,endereco,cidade,telefone,lat,lng
CASA DO RUY DIST,607 NORTE ALAMEDA 5QI 2 LT 06,PALMAS,063-98429-3461,-10.154196,-48.33907
PARANA COM E DISTRIB,305 NORTE RUA 05 B QI 04 D LOTE 17 SL 01,PALMAS,063-99985-3044,-10.168958,-48.341663
MERCEARIA CAPITAL 01,303 NORTE ALAMEDA 15 LOTE 29,PALMAS,063-99297-1591,-10.169444,-48.34139
SUPERMERCADO IDEAL,605 NORTE AVENIDA LO 14,PALMAS,011-96682-0241,-10.152862,-48.329563
PEDRO MINI BOX,LOTEAMENTO AGUAFRIA LT1 QDA3,PALMAS,063-99226-1676,-10.138035,-48.343735
PEGA BEM 403 SUL,403 SUL AV LO09 SN LT02 SL 08,PALMAS,063-98452-1489,-10.204833,-48.341424
REAL NORTE,607 NORTE ALAMEDA 12 QI 16 LT 15,PALMAS,063-98436-2160,-10.152223,-48.338333
MARANATA,503 N AV LO14 N 39 SALA 1,PALMAS,063-98506-1990,-10.159166,-48.328888
SUP MINI BOX 31,303 NORTE ALAMEDA 18 QI 13 LT 2,PALMAS,063-98402-9375,-10.168493,-48.3396
DIS POINT DAS BEBIDA,305 N AL 1 QDA 31 LT 09,PALMAS,063-99225-6630,-10.166944,-48.345833
DIST BEB PLANO B,405 NORTE ALAMEDA 12 LOTE 01,PALMAS,063-98467-9508,-10.160277,-48.341946
DISTRIBUIDORA DO BEB,5A ARNO 32SN QI 48 LT 12 CASA 4,PALMAS,063-99129-4027,-10.168098,-48.341736
TASTRO RESTAURANTE,ORLA 14 LT 01 SALA 02,PALMAS,063-99971-6344,-10.187563,-48.363304
MINI BOX MUTUM    01,DAS ESMERALDAS AREA RURAL,PALMAS,063-99219-8393,-10.135775,-48.341963
TASTRO,ORLA 14 SN LT 01 SALA 02,PALMAS,063-98150-2025,-10.187524,-48.363157
PONTO CERTO       05,Q ACSV SO43 407SUL AV LO9,PALMAS,063-99251-2848,-10.204901,-48.352923
DISTR PONTO DA DIRET,ARNO 33 AL 42 QI 11 LT 4,PALMAS,063-88444-5517,-10.16373,-48.352139
ORLA DIST DE BEBIDAS,ORLA 14 GRACIOSA AV,PALMAS,063-98129-2385,-10.196248,-48.359686
BARZINHO ORLA,ORLA 14 AL 6 LT 1 QD 7,PALMAS,063-99201-5613,-10.186967,-48.360535
PEGA BEM 208 SUL,208 SUL AV LO 3 SALA 02 SETOR 23,PALMAS,063-98452-1489,-10.192084,-48.316703
APCEF CLUBE DA CAIXA,ALC SO 55 CONJ 01 LOTE 4,PALMAS,063-98494-6445,-10.204735,-48.364212
CRISTAL CONVENIENCIA,108S AV LO3 ASCSV 13 LT24,PALMAS,063-09809-1644,-10.191923,-48.315174
GERVASIO BAR E PETIS,409 SUL ALAMEDA 07 N 17,PALMAS,063-98491-0651,-10.206471,-48.358334
DIST PINHEIROS,604 NORTE ALAMEDA 14 LOTE 02,PALMAS,063-98422-0471,-10.1625,-48.316387
DISK BEBIDAS DUARTE,504 NORTE AVENIDA LO14 LT05,PALMAS,063-99221-2840,-10.166944,-48.319168
DIST DO GORDO,108 SUL ALAMEDA 3QI H LOTE 43 SALA 01,PALMAS,063-99999-2233,-10.188333,-48.317223
COMERCIAL CATARINENS,504 NORTE ALAMEDA 17 LT 26,PALMAS,063-98128-3207,-10.166504,-48.31959
TROPICAL LANCHES  02,ALC 34 SUL AL 30 QUIOSQUE AABB,PALMAS,063-99976-7695,-10.200965,-48.365093
PETROSHOP         01,412 NORTE RODOVIA TO 10 PAC 02,PALMAS,063-98408-3077,-10.170385,-48.301044
SPRITZ SNACKES DRINK,ACSU SE 13 AV LO 03 SN LT 08 LOJA 01,PALMAS,063-99138-1015,-10.191595,-48.317063
CERRADOS BEBIDAS,406 NORTE ARNE 53 AVENIDA LO 14 LT 24,PALMAS,063-98453-4773,-10.168338,-48.313488
GIRO DA BEBIDAS,508 NORTE AV LO 14 LT 18 ARNE 64,PALMAS,063-98111-8894,-10.16774,-48.309196
CASA DE CARNE GLOBO,208 SUL AVENIDA LO 3 LT 34,PALMAS,063-99220-9159,-10.192076,-48.317071
CHOPP E CIA,ACSV NE 53 AV LO 14 LT 17 SALA B,PALMAS,063-99985-1417,-10.168198,-48.314599
TOP 10 CONVENIENCIA,LAGO NORTE AL 10 N 0 LT 01 SL 01,PALMAS,063-98439-8195,-10.158642,-48.307797
IMPERIAL CONVENIENC,QDA ACSU NE 50 RUA LB C 52 LT 09 A,PALMAS,063-98431-3182,-10.166562,-48.324712
PETISCARIACARNEDESOL,ARNE 53 406 NORTE AVENIDA LO 14,PALMAS,063-98121-6073,-10.168296,-48.314334
TOP ESPETINHO,106 NORTE ALAMEDA 09 LOTE 01,PALMAS,063-98429-2915,-10.180619,-48.324164
BASTIAO,110 NORTE AVENIDA NS 10,PALMAS,063-98480-0000,-10.183191,-48.307588
DOCA,ARSE 21 AL 1 00043,PALMAS,063-98447-1979,-10.185373,-48.312813
OPEN DISTRIBUIDORA01,205 S AV LO5 LT17 SL01,PALMAS,063-98477-0670,-10.197539,-48.346976
NEW TENDENCIES ROCK,104 SUL AVENIDA LO 3,PALMAS,063-98437-1792,-10.191667,-48.328056
SUPER PAZAR,202 SUL AVENIDA NS 2 LOTE 4B,PALMAS,063-98130-2109,-10.196944,-48.330555
SEU SERGIO,204 SUL ALAMEDA BEIJA FLOR QI 17,PALMAS,063-98101-7154,-10.192106,-48.32715
GIRAFFAS PALMAS SHOP,101 SUL RUA NS A P SHOPPING 1,PALMAS,063-99250-8688,-10.189381,-48.335008
SIMPLE BISTRO,204 S AL 1 QD ARSE21 QC1 LT5,PALMAS,063-98108-3522,-10.194884,-48.328617
PMW MERCADO,405 SUL ALAMEDA 27 ARSO 42,PALMAS,063-99106-0000,-10.207225,-48.34766
EMPORIO VIP       01,405S AV LO11 ACSV SO42,PALMAS,063-99107-1717,-10.210784,-48.345367
CABANA EVENTOS,103 SUL RUA SO 9 LT 5,PALMAS,063-98405-2907,-10.190278,-48.338055
DBB DRAFT BEER BAR,AV LO 05 QDA 306 SUL,PALMAS,063-99239-8091,-10.197569,-48.32112
BOKA LANCHES,205 SUL AVENIDA LO 5,PALMAS,063-99240-7537,-10.1975,-48.349167
CUMPADI ZE GASTROBAR,104 SUL R SE3 SL03 CONJ 2 LT02,PALMAS,063-98796-9828,-10.186111,-48.33
ESCOLINHA DO SANTOS,405 SUL ALAMEDA 32 CONJ HM 06 LT03,PALMAS,063-99234-9760,-10.205032,-48.347614
ALL BLACK,06 ARSO 54 ALAMEDA 5 LOTE 03 B,PALMAS,063-98422-3572,-10.191545,-48.327915
1956 GASTROBAR,ARSE 22 206 SUL AVENIDA LO 5,PALMAS,063-99105-6734,-10.197423,-48.321677
MERAK GASTROBAR,ARSO 21 AV NS 01 QD 203 SUL LT 03,PALMAS,063-99865-0007,-10.194295,-48.337282
PARMEGGIO,Q ACSU SO 10 CONJ 02,PALMAS,063-99104-4203,-10.18906,-48.335435
BISTRO 81,403 SUL ALAMEDA 29,PALMAS,063-98100-3731,-10.205851,-48.337482
VELEIROS          01,CIDADE DE PALMAS VELEIROS,PALMAS,063-99237-3015,-10.204675,-48.330963
ALL TIME,ACSE 1 RUA SE 03,PALMAS,063-99246-8923,-10.186691,-48.330028
DELIVERY DE CHOPP,205 SUL AV LO 5 LT 13,PALMAS,063-99292-3993,-10.19763,-48.347833
DBB DRAFT BEER BAR01,ACSU SE 32 AV LO 5 LT 22,PALMAS,063-99239-8091,-10.197844,-48.320891
CHAAMA CHOPP E DIST,405 SUL AV LO11 LT 9 SALA 2,PALMAS,063-99275-0169,-10.210816,-48.34595
CASA CACHACA,902 SUL AVENIDA LO 21 LT 07,PALMAS,063-98435-0977,-10.236724,-48.330844
EMPORIO BIER,ARSE 71 ALAMEDA 4,PALMAS,063-98431-6607,-10.227155,-48.325778
CHUR PIZ CASA NOVA,TOCANTINS QUADRA 09 LOTE 04,PALMAS,063-99222-2365,-10.331388,-48.296944
PETRO POSTO CONVEN,203 S AV NS1 LT01 ARSO21,PALMAS,063-99284-7467,-10.193296,-48.337196
MOURAO ATACAREJO,38 LOTE 16 SALA A B,PALMAS,063-98457-2872,-10.304049,-48.303642
TACO BAR,604 SUL ALAMEDA 5 SALA 02,PALMAS,063-98403-5627,-10.221051,-48.325833
ESPETAO PONTO CERTO,704 SUL AVENIDA LO 15 QUIOSQUE 1,PALMAS,063-99945-4866,-10.224167,-48.329166
IPE TURISMO,ASR 125 AV LO 27 SL 04,PALMAS,063-98512-5988,-10.256882,-48.31291
CASA DO CHOPP DELIVE,ARSE 92 AV LO 23 LT 15 SALA 01,PALMAS,063-98405-0301,-10.242414,-48.321342
ADRIANA CHOPP,904 SUL AVENIDA NS 4 LOTE 16 SALA 02,PALMAS,063-98477-6793,-10.240905,-48.32434
PETRO DA 112,ARSE 112 AV NS4 PAC,PALMAS,063-99223-7764,-10.250625,-48.324319
PETRO DA 12,105 NORTE AVENIDA NS 3 LT 01,PALMAS,063-99223-7764,-10.182951,-48.34266
PETRO DA 71,704 SUL AV NS 4 ARSE 71 LT 19,PALMAS,063-99223-7764,-10.228927,-48.324751
PETRO DA 41,404 SUL AV NS 2 LT 01,PALMAS,063-99223-7764,-10.209726,-48.329821
PETRO DA 75,712 SUL RODOVIA TO 134,PALMAS,063-99223-7764,-10.226441,-48.312355
EI PIZZA,1006 SUL AV LO 23 ACSV SE 102 LT 01,PALMAS,063-99206-7763,-10.242947,-48.323129
ZE MOURAO,E QD 91 LOTE 8,PALMAS,063-98484-8671,-10.318156,-48.317789
REDE DITO DIST E LOG,ARSO 151 HM 9 AL 37 LT 7,PALMAS,062-99517-3038,-10.278388,-48.336228
REDE TUCUNARE,H QDA 77 LT 15 A SL 6,PALMAS,063-99201-0101,-10.321155,-48.317258
MINI BOX PREMIUM  01,706SUL AV LO 19 LOTE12 ACSV SE72,PALMAS,063-98145-4180,-10.23,-48.321667
CHOPANA DO PRIMO,711 SUL AVENIDA LO 19,PALMAS,063-99911-5377,-10.227233,-48.370323
ATACADAO DOS PRECO03,504 NORTE ALAMEDA 28 LOTE 03,PALMAS,063-98156-2871,-10.165833,-48.3175
POINTMIXX DISTRIBUID,ACSV SE 13 SN LOTE 10 AV LO 03 SALA 02,PALMAS,063-98436-7713,-10.191654,-48.316116
TREVO DO JALAPAO,ROD TO 050 POSTO ELDORADO 4,PALMAS,063-98150-0517,-10.230556,-48.310276
PRECITO ATACADO,ACSU SE 100 AV J TEOTONIO SEG,PALMAS,063-99232-7167,-10.243242,-48.332257
CLEBIAN ESPETO PETIS,904 SUL ALAMEDA 3,PALMAS,063-98439-3522,-10.239809,-48.327778
ATAC PRECO BAIXOS,ARSO 42 ALAMEDA 32 LT 02,PALMAS,063-98425-7555,-10.204785,-48.348843
ROTA 10           01,1012 SUL AL 6 LT10QI L ASR SE105,PALMAS,063-98452-1511,-10.243868,-48.312706
LAMBRETA ROCK BAR 01,504 SUL ALAMEDA 12 LOTE 01,PALMAS,063-98453-1296,-10.214381,-48.326527
CASA DAS BEBIDAS  02,806 SUL AVENIDA LO 19 LT 18 E 19,PALMAS,063-98421-6828,-10.230419,-48.320957
906 BAR E COZINHA,ARSE 92 ALAMEDA S SN LOTE 01,PALMAS,063-98442-5169,-10.237709,-48.324316
AERO DISTRIBUICAO,ASR SE 95 ALAMEDA 6 LT 12 QI B,PALMAS,063-98412-3743,-10.237323,-48.316947
CONVENIENCIA JK.,110 NORTE AVENIDA NS 10,PALMAS,063-98481-5710,-10.182865,-48.30766
MERCADO BAR DELLA,804 SUL ALAMEDA 5 LT 43,PALMAS,063-99272-7090,-10.233431,-48.325817
EMPORIO TERRACO,ACSU SO 42 AV LO 11 LT 05,PALMAS,063-99232-5189,-10.210933,-48.345386
PEG PAG CONTINENTAL,1103 SUL QI 14 AV LO27 LT 30,PALMAS,063-98457-1593,-10.255278,-48.3375
BAR E M SAO VICENTE,1104 SUL ALAMEDA 3 LOTE 3,PALMAS,063-98401-6961,-10.252222,-48.328056
DB MERCEARIA,1206 SUL AL 2 LOTE 5 QI 12,PALMAS,063-99125-2010,-10.25941,-48.3231
BRAVO MINI BOX DIST,1103 S AV LO27 ARSO111,PALMAS,063-99277-3450,-10.255279,-48.340351
BAR MARCIONE,LO 27 LOTE 28,PALMAS,063-99249-7104,-10.255303,-48.338055
SUPER GOIANO,1203 SUL AVENIDA LO 29 LOTE 30,PALMAS,063-98401-6961,-10.261325,-48.33752
CONVENIENCIA ITALU,1104 SUL AL 3 LOTE 03 SALA 02,PALMAS,063-99106-2104,-10.252222,-48.328056
DUBAIRRO SUPERMERCAD,1503 SUL AV LO 31 LT 7 ARSO 151,PALMAS,063-99218-3144,-10.268309,-48.339967
COMERCIAL SPILLERE,ARSO 111 LT 15 AV LO 27,PALMAS,063-98404-4951,-10.255274,-48.341504
DISTRIBUIDORA VL,ARSE 132 QDA 11 LT 24 AL 5,PALMAS,011-95758-0205,-10.264747,-48.322193
BAR DO PEIXE FRITO,37 ARSE 112 QI39 LT 11,PALMAS,063-98468-4974,-10.250351,-48.318044
ARMAZEM DAS BEBIDA01,ARSO 121 AV LO 27 LT 28 SALA 01,PALMAS,063-99977-8197,-10.255537,-48.338216
DIST BEB NEGAO,1004 SUL AV NS 4 ALM 14,PALMAS,063-98477-1510,-10.248371,-48.324376
EMPORIO DA PICANHA01,ARSE 112 AL 49 QI 45 LT 11,PALMAS,063-99212-2785,-10.253652,-48.317976
GOOD VIBES,ARSE 112 AL 09 SN LT 22,PALMAS,063-98139-7426,-10.252262,-48.322104
TUDO NA BRASA,QD ACSU SO 140 CONJ 02 LT 01 AV LO 33,PALMAS,063-99960-9570,-10.272462,-48.33524
ATACADAO DIA DIA,TOCANTINS,PALMAS,063-99200-8537,-10.3475,-48.29111
SUP. SERVE BEM01,T LO 05 QUADRA T 20 T 21 QC 01 LOTE 12,PALMAS,063-99232-5189,-10.345476,-48.336419
NATO COCO E DIST MIN,TAQUARALTO PALMASS,PALMAS,063-99230-5591,-10.338075,-48.292046
MERCEARIA KAROLINE,01QD43 LOTE 01 AV SAO JOAO,PALMAS,063-99280-0477,-10.336111,-48.300278
SUP BURITI,T 31 CONJUNTO 09 CASA 09 LOTE OI,PALMAS,063-99270-8977,-10.346666,-48.333332
ATACADAO DIA A DIA 2,TAQUARUSSU QDA 40A LT1,PALMAS,063-99974-9599,-10.334772,-48.283688
DIST OLIVEIRA,NC 7 QDA 10 LOTE 12 A,PALMAS,063-98438-3288,-10.334444,-48.287224
DIST SANTA BARBARA01,20 A RUA 04 LT 28 SALA 03,PALMAS,063-99972-2126,-10.338241,-48.301098
DIST OLIVIERA,NC 7 QDA 10 LOTE 12,PALMAS,063-98512-4083,-10.334342,-48.287186
NOVA DIST E CONVENIE,T 31 AV TLO 7 LOTE 01,PALMAS,063-98428-8488,-10.348086,-48.33833
CORUJINHA DISTRIBUID,P 8 QDA 45 LT 17 CS 01,PALMAS,063-99112-7246,-10.342776,-48.293292
MINI BOX H2,12 QDA 12 LT 18 A SALA 01,PALMAS,063-98405-3661,-10.338324,-48.309106
COUTINHO CONVENIENCI,7 QD 44 LT 20A SALA 01,PALMAS,063-99260-0589,-10.335029,-48.294616
POSTO IPANEMA     01,IPANEMA QDA 23 LOTE 04,PALMAS,063-99222-8446,-10.350769,-48.290142
DIST CORUJINHA,TAQUARALTO,PALMAS,063-99127-0228,-10.342834,-48.29343
DISTRIBUIDORA RC,SANTA ROSA SN QD 29 LT29,PALMAS,063-93300-8557,-10.337369,-48.320036
CASTRO DISTRIBUICAO,PERIMETRAL NORTE QD 13 LOTE 03,PALMAS,063-98464-5540,-10.333907,-48.288193
DIST SILVA,29 LOTE 29,PALMAS,063-98449-0386,-10.337392,-48.319935
MAKEM COM E DIST,RN 7 QDA21 LT1 LOT LAGO SUL,PALMAS,063-98489-8500,-10.327778,-48.319168
S L DOMINGOS CONVENI,TEOTONIO SEGURADO QI 4 LT 41,PALMAS,091-98546-9938,-10.314722,-48.324165
SUPER BOX AURENI III,34 QDA 32 LT 14,PALMAS,063-99281-1806,-10.327642,-48.317054
CAPITAL SUL BEBIDAS,AV I QDA 104 LT 01,PALMAS,063-98414-1616,-10.31535,-48.320488
MINI BOX DIS HL,43 SN LT 03 RUA 12 CS 02,PALMAS,063-99232-2787,-10.338061,-48.30905
MERCEARIA SILVA   04,12 LOTE 12,PALMAS,063-99267-7786,-10.307777,-48.3025
BAR DA TOINHA     02,E NO QDA 08 LT 6,PALMAS,063-99271-2201,-10.315331,-48.310443
CASA DE CARN FAMILIA,AV B QDA 39 LOTE 15,PALMAS,063-98422-5855,-10.304167,-48.30389
MINI MERC DIST SAO J,E 122 LOTE 23,PALMAS,063-99216-6867,-10.313945,-48.317677
ATACADO TAVARES   01,I QDA 111 LOTE 01 SL 01,PALMAS,063-98131-8178,-10.315173,-48.31414
PONTO G DISTRIBUIDOR,BRASIL QUADRA NW 03 LOTE 12,PALMAS,063-98501-2857,-10.314941,-48.302516
ATACADO TAVARES   02,B QDA 34 LT 14 A COM RUA 4,PALMAS,063-98131-8178,-10.30413,-48.307236
ROMARIO DISTRIBUIDO,1 QDA 32 LOTE 08 SALA 2,PALMAS,063-99957-4983,-10.32797,-48.301384
POSTO TUCUNARE    02,ARSE 14 AV NS 8 110 SUL,PALMAS,063-99215-5997,-10.186308,-48.3136
RANCHO 40,BRASILIA NE 01 LT 26,PALMAS,063-99263-9413,-10.315476,-48.302122
HELPS MINIMERCADO,TOCANTINS QD 33 LT 8 SL 2,PALMAS,063-98127-8086,-10.327573,-48.297381
MINIMERCADO MARTIN01,BRASIL QD SW2 LT 8 SALA01,PALMAS,063-99264-6854,-10.317607,-48.302481
CASA DAS BEBIDAS  03,EQD 122 LOTE 20 SALA 01,PALMAS,063-98403-9207,-10.314386,-48.317646
LACERDA BUFFET,26 QUADRA 118 LOTE 10,PALMAS,063-99238-7555,-10.314377,-48.320505
DIST ZERO GRAU    08,135 LOTE 16,PALMAS,094-99168-4206,-10.313136,-48.319165
BIG AURENY,RORAIMA QSE 11 A LT,PALMAS,063-99238-8943,-10.319217,-48.297328
QUARTETTO CENTRO,101 SUL RUA NS A 02 LOTE,PALMAS,063-99271-4409,-10.189917,-48.33521
BIG TEOTONIO,602 SUL AVENIDA TEOTONIO SEGURAD,PALMAS,063-99228-6630,-10.219423,-48.332726
GIGANTE TAQUARALTO,AVENIDA TOCANTINS QUADRA 37,PALMAS,063-99257-3555,-10.338578,-48.294021
QUARTETTO NORTE,405 NORTE ALAMEDA 06 LOTE 08,PALMAS,063-98466-8490,-10.163611,-48.34639
GIGANTE JK,110 SUL ALAMEDA 1 SN LOTE 18 ARSE 14,PALMAS,063-99554-6887,-10.184901,-48.313145
DUDA CENTRO,706 SUL ALAMEDA 15 LOTE 01,PALMAS,063-98459-9887,-10.227538,-48.321617
QUARTETTO TAQUARALTO,P 1 QD 44 LT 28 A,PALMAS,063-99270-1977,-10.334167,-48.299168
GIGANTE NORTE,403 NORTE ALAMEDA 3 LO10,PALMAS,063-98425-8355,-10.164631,-48.33978
BIG CENTRO,104 SUL AVENIDA LO 3,PALMAS,063-98441-9271,-10.191667,-48.32611
HIPER BIG,501 SUL AVENIDA LO 11 LOTE,PALMAS,063-98429-1440,-10.211651,-48.336908
DUDA AURENY,31 QD 107 LT 15 A,PALMAS,063-98459-9887,-10.317223,-48.316944
BIG CAPIM DOURADO,107 NORTE AVENIDA JUSCELINO KUBITSCHE,PALMAS,063-02104-1300,-10.182118,-48.34915
EMPORIO QUARTETO,203 SUL AVENIDA NS 1 LT 02 LJ 01,PALMAS,063-99110-4537,-10.196576,-48.337111
DUDA DEPOSITO,LOTE UNICO GLEBA TIUBA GALPAO03,PALMAS,063-03214-3858,-10.244794,-48.310188
QUARTETTO DEPOSITO,ASR SE95 ANTIGA 912 SUL ALAMEDA 15,PALMAS,063-98466-8490,-10.237459,-48.315475
QUARTETTO BERTAVILLE,RUA PAULO SABINO,PALMAS,063-98466-8490,-10.295544,-48.318152
DUDA TAQUARALTO,TAQUARUSSU FL 01 QD 47 LT 1 E 2,PALMAS,063-98454-9887,-10.338554,-48.293069
M P DISTRIBUIDORA,AVENIDA ADELAIDE VASCONCELOS N 17,CASEARA,093-98106-7814,-10.78463,-48.955454
JANTINHA DA MISTURA,AV TOCANTINS SN PONTO COMERCIAL,CASEARA,063-99269-8592,-10.73147,-48.953366
MERCEARIA TOCANTIN01,AV TOCANTINS 524 AGROUILA ARAGUAIA,CASEARA,063-99133-5370,-10.72221,-48.954091
JH CONVENIENCIA,CASEARA JH CONVENIENCIA,PARAISO DO TOCANTINS,063-98429-6663,-10.73862,-48.956288
DIST MARTINS,BANANAL SN,CASEARA,063-98424-0107,-10.8055,-48.95246
COMERCIAL SERVE BE01,BARAO DO RIO BRANCO QD 44,CASEARA,063-98419-1028,-10.72327,-48.958098
ESTRELA BAR       02,ARAGUAIA,CASEARA,063-98474-0158,-10.73132,-48.955812
BRISA DO ARAGUAIA,TOCANTINS,CASEARA,063-98121-0296,-10.708,-48.955193
CASA SHOW 20V,TOCANTINS,CASEARA,063-98437-6974,-10.70995,-48.954918
KINGS BARBEARIA PUB,RUA ARAGUIA SN,CASEARA,063-98472-5272,-10.73135,-48.956753
TUITS BAR,AV CAMPO ALEGRE,CASEARA,063-98511-5833,-10.73478,-48.95714
COMERCIAL BELEM,AV. PEQUIS AGROVILA ARAGUAIA,CASEARA,063-98426-4531,-10.725,-48.953888
RANCHAO DO PEREIRA,ARAGUACEMA S/N SALA 01,CASEARA,063-98479-4445,-10.68567,-48.957462
PITDOG FIM DE TARD01,AVENIDA TOCANTINS SEM NUM,CASEARA,063-98481-5918,-10.69277,-48.9561
IMPERIO DISTRI,TOCANTINS QDA 15 LOTE 11 A,CASEARA,063-98424-9631,-10.72429,-48.953906
REST ARACOCO,PORTO DA BALSA TO 080 SN,CASEARA,063-98466-0477,-10.35733,-48.965412
ENCONTRO DOS AMIGO09,CHACARA SEJA BEM VINDO,CASEARA,063-99288-5920,-10.72417,-48.953921
SUPER ECONOMICO   04,CAMPO ALEGRECENTRO,CASEARA,063-99102-7779,-10.73524,-48.956741
ATELIE DA PIZZA,BARRA DO COCO QD 58 LOTE 03,CASEARA,063-99960-9950,-10.725,-48.961666
SUPER ARAGUAIA    01,CAMPO ALEGRE QDA 02 LOTE 01,CASEARA,063-98433-1210,-10.76373,-48.95384
COMERCIAL C E A,CAMPO GRANDE SN,CASEARA,063-98409-2919,-10.72608,-48.957861
DISTR MARTINS,BANANAL 12 ASN,CASEARA,063-98424-0107,-10.80586,-48.952522
COMERCIAL BENONE,ADELADIO VASCONCELOS,CASEARA,063-98449-4050,-10.72222,-48.956665
MERC SKALA BAR,ONALICIO BARROS LPT 15412,CASEARA,063-99123-1853,-10.725,-48.953888
BAR E REST SABOR ARA,POVOA PORTO DA BALSA ZONA RURAL,CASEARA,063-99290-8704,-10.34773,-48.965065
COM TRES IRMAOS,RUA BANANAL,CASEARA,063-98436-8490,-10.73797,-48.95641
COMERC MARQUES,BARAO DO RIO BRANCO 1581,CASEARA,063-98401-8767,-10.71432,-48.957554
REST E LANCH DA FRAN,ZONA RURAL PORTO DA BALSA,CASEARA,063-98483-5418,-10.35782,-48.965157
MERC ESTRELA DO ARAG,ESTRELA DO ARAGUAIA,CASEARA,063-98511-5401,-10.725,-48.953888
MERC DONA IONE,ASS . ARAGUAIA AV PEQUIS,CASEARA,063-98456-5955,-10.725,-48.953888
SUPERMERCADO POPUL02,7 DE SETEMBRO,CASEARA,063-98440-9234,-10.76654,-48.95522
JANTINHA PANTANAL,ARAGUACEMA COM A TO 080,CASEARA,063-98433-2513,-10.70472,-48.955456
EMPORIO BEER      05,CAIAPO 530,CASEARA,063-98506-0537,-10.72753,-48.957684
CANTINHO DO SABOR 01,PARAISO SN,CASEARA,063-98112-4538,-10.78474,-48.95281
BIA SALGADOS,TOCANTINS SN 0,CASEARA,063-98449-4483,-10.79098,-48.952236
JANTINHA DA VANDERLI,SETE DE SETEMBRO SN,CASEARA,063-98421-4429,-10.76345,-48.95472
RESTAURANTE E LANCHO,RODOVIA TO 080KM,CASEARA,063-98113-1361,-10.76379,-48.953229
GAUCHO DO GELO,BARRA DO COCO,CASEARA,063-98467-6899,-10.73005,-48.960751
TEXAS SUPERMERCADO,CAIAPO N 883,CASEARA,063-99208-5108,-10.72922,-48.957793
ADEGA DO PAULO,BANANAL SN,CASEARA,063-99128-3170,-10.73751,-48.956383
JC DISTRIBUIDORA BEB,CASEARA JC DISTRIBUIDORA,CASEARA,063-99290-1537,-10.76715,-48.955185
BAR E REST SABOR DE,7 DE SETEMBRO 0,CASEARA,063-99229-5084,-10.74645,-48.953093
ATAC DOS PRECOS BAIX,TOCANTINS CASEARA,CASEARA,063-98454-0479,-10.78115,-48.952616
ARENA PARADISE,CAMPO ALEGRE 6,CASEARA,063-98450-3973,-10.7343,-48.956977
DEPOS DE BEBID MARTI,RUA CAMPO ALEGRE,CASEARA,063-98445-9502,-10.73805,-48.95636
ESQUINA BAR       03,RUA BARAO DO RIO BRANCO,MARIANOPOLIS DO TOCANTINS,063-99295-5457,-10.9265,-48.655426
BAR FIM DE TARDE  11,RUA ANTONIO NETO,MARIANOPOLIS DO TOCANTINS,063-99124-1481,-10.93307,-48.653002
IMPERIO DAS CARNES02,CASTELO BRANCO 11,MARIANOPOLIS DO TOCANTINS,063-98408-2541,-10.93736,-48.654356
BAR AGUA BOA,BEZERRA PINTO SN,MARIANOPOLIS DO TOCANTINS,063-98513-8273,-10.98622,-48.65708
ARMAZEM REZENDE,CONDESPAR,MARIANOPOLIS DO TOCANTINS,063-98471-5590,-10.96848,-48.654243
BAR ZERO GRAU     02,ANTONIO NETO SN,MARIANOPOLIS DO TOCANTINS,063-98435-6789,-10.97794,-48.652893
COM CENTRAL       01,CODESPAR CASA 1,MARIANOPOLIS DO TOCANTINS,063-98447-1146,-10.9724,-48.654964
COMERC MARIANOPOLIS,GONCALVES DUAS,MARIANOPOLIS DO TOCANTINS,063-98472-9557,-10.9735,-48.65631
CIAL SANTA TEREZINHA,AGUA BOA QD. 620,MARIANOPOLIS DO TOCANTINS,063-98472-1168,-10.96108,-48.654015
MERC. BAHIA,RUA A QD 02,MARIANOPOLIS DO TOCANTINS,063-98456-0052,-10.97222,-48.65222
DIST E HAMBURG,CONDESPAR SN CENTRO,MARIANOPOLIS DO TOCANTINS,063-98442-4469,-10.97246,-48.65512
ECONOMIX SUPERMERCAD,AV CODESPAR QD. 28 LT. 08,MARIANOPOLIS DO TOCANTINS,063-98488-4939,-10.96768,-48.653263
DIST BARBOSA,FAZENDA BORGES FAZENDA MANCHETE,MARIANOPOLIS DO TOCANTINS,063-98490-8412,-10.97222,-48.6525
REST COSTELA NA BRAS,CONDESPAR CASA,MARIANOPOLIS DO TOCANTINS,063-99200-0692,-10.97209,-48.655205
LANCHONET E ESPET,CONDESPAR SN,MARIANOPOLIS DO TOCANTINS,063-98512-3577,-10.97057,-48.65598
ANTONIA ARRAZ,PA MANCHETE QD 0 LT ZONA RURAL,MARIANOPOLIS DO TOCANTINS,063-98490-0576,-10.97222,-48.6525
MERCEARIA DO RAIMUND,POVOADO MANCHETE SN RUA F,MARIANOPOLIS DO TOCANTINS,063-98412-1928,-10.97222,-48.6525
MEGA DISTRIBUIDORA02,KAIAPO,MARIANOPOLIS DO TOCANTINS,063-98457-8795,-10.96098,-48.65566
SANDUICHE ESP GRILL,PIAUI SN,MARIANOPOLIS DO TOCANTINS,063-98428-8289,-10.9442,-48.658547
ITAN GAS,AGUA BOA ESQ COM GERALDO ALVARENGA,MARIANOPOLIS DO TOCANTINS,063-98414-4787,-10.96395,-48.654156
